stock,92年1-9月,稅後純益,92年1-9月,增減(%),期末股本,稅後純益,92年1-9月,每股淨值,淨值佔總資產,流動比率,速動比率,,公司,,營業收入,92年1-9月,增減(%),營業利益,92年1-9月,營業外
6128,1764,146011,132574,10.14,702163,2.08,1.97,16.25,51.4391,7.76,6.78,6128.0,6128,上福,852120,819596,3.97,190625,164297,-5185
6131,6754,290252,208630,39.12,602614,4.82,4.74,17.31,65.3937,1.97,1.28,6131.0,6131,悠克,1234588,1011309,22.08,299527,240625,29030
6132,-11931,6330,101286,-93.75,879535,0.07,1.41,12.3,50.3402,2.17,1.54,6132.0,6132,銳普,1672976,1652182,1.26,56728,148961,-45401
6133,49748,93003,52431,77.38,719696,1.29,0.77,15.11,56.9281,2.29,1.61,6133.0,6133,金橋,1036330,646942,60.19,90967,11900,19873
6136,30684,315775,319868,-1.28,1028135,3.07,4.7,20.02,37.7882,1.78,1.39,6136.0,6136,富爾特,7122009,5747878,23.91,389514,391103,34515
6139,73007,542555,288924,87.78,1227936,4.42,2.83,25.33,48.1678,2.49,1.63,6139.0,6139,亞翔,5243251,2206101,137.67,684462,301543,29089
6141,78887,210504,191214,10.09,915617,2.3,2.98,16.54,58.4928,1.2,0.93,6141.0,6141,柏承,1274762,987624,29.07,206598,158658,59896
6142,11683,207131,194772,6.35,1113370,1.86,1.79,15.39,57.2875,1.86,1.42,6142.0,6142,友勁,3799672,2836323,33.96,244283,180011,688
6145,-2051,59549,182825,-67.43,1452255,0.41,1.79,19.61,51.4243,1.56,0.79,6145.0,6145,勁永,10016695,6581727,52.19,110700,209876,-34551
6165,62182,37048,95562,-61.23,1042522,0.36,1.21,13.4,74.5747,1.79,1.71,6165.0,6165,捷泰,695920,605059,15.02,71196,60277,-8227
6168,-73154,234943,248093,-5.3,1228253,1.91,2.62,16.5,76.2978,3.91,2.87,6168.0,6168,宏齊,1454128,1474759,-1.4,200519,386069,76235
6172,-14690,93944,91421,2.76,659292,1.42,1.64,15.21,43.5578,1.98,1.26,6172.0,6172,互億,2539177,1793627,41.57,105789,122410,-11456
6189,-3363,293583,206929,41.88,815302,3.6,3.34,17.54,32.2197,1.78,1.03,6189.0,6189,豐藝,12035321,6349884,89.54,375761,271292,3922
6192,64998,171299,199085,-13.96,765317,2.24,2.76,20.47,46.323,1.72,1.22,6192.0,6192,巨路,2963026,2314034,28.05,203794,185972,11277
6196,41957,381242,400635,-4.84,1048010,3.64,4.71,27.37,38.3593,1.69,0.94,6196.0,6196,帆宣,5959436,5132942,16.1,515557,520457,-9270
6201,166076,236636,328537,-27.97,892000,2.65,3.91,21.15,66.778,1.99,1.51,6201.0,6201,亞弘電,2798867,2465983,13.5,219285,248143,68001
6202,11333,585451,353044,65.83,1941000,3.02,1.92,13.99,75.444,3.53,2.46,6202.0,6202,盛群,2948064,2623589,12.37,587835,341943,16088
6206,10982,156328,107930,44.84,428556,3.65,2.97,18.95,62.108,2.66,1.66,6206.0,6206,飛捷,1098103,731950,50.02,187050,122377,1234
6216,513,230600,204254,12.9,505592,4.56,5.71,17.61,74.5758,3.27,2.62,6216.0,6216,居易,766684,717337,6.88,235276,219323,6952
6225,231967,-14003,444921,,1761970,-0.08,3.25,12.33,46.575,1.63,0.84,6225.0,6225,天瀚,3037026,3131546,-3.02,-37178,278332,11544
6235,-42816,549256,357966,53.44,1769593,3.1,2.5,19.98,55.6711,1.35,0.9,6235.0,6235,華孚,1937429,1614882,19.97,553112,445474,39078
6257,-16993,319736,293244,9.03,1419062,2.25,2.75,17.71,66.6734,1.77,1.52,6257.0,6257,矽格,1522060,1237507,22.99,391928,351554,-20032
6269,-6240,243284,106114,129.27,903880,2.69,1.52,14.4,46.8077,2.02,1.55,6269.0,6269,台郡,1906314,1089961,74.9,288382,117263,-11590
6277,59747,349658,367956,-4.97,819748,4.27,5.03,23.32,80.6377,3.98,3.26,6277.0,6277,宏正,1626877,1379307,17.95,404285,387016,43891
6282,189031,1214467,953896,27.32,4119960,2.95,2.58,15.42,63.974,2,1.57,6282.0,6282,康舒,8737803,7088418,23.27,1080817,961325,302300
6285,-3291,314756,677645,-53.55,994737,3.16,8.37,25.92,45.3818,1.41,0.83,6285.0,6285,啟碁,7753568,5389509,43.86,385577,757317,-73099
6286,-4336,303739,284639,6.71,703363,4.32,5.56,17.39,73.9635,2.8,2,6286.0,6286,立錡,1640174,1433919,14.38,310430,293838,-5695
6289,-17565,363052,247309,46.8,1457753,2.49,1.87,14.09,52.2377,2.65,1.73,6289.0,6289,華上,1977551,1460022,35.45,375400,250473,-19629
8016,-26151,356817,177163,101.41,466680,7.65,5.3,20.21,52.8938,4.42,2.69,8016.0,8016,矽創,1645702,843835,95.03,383323,214008,740
8078,-39406,788260,1234475,-36.15,3380730,2.33,4.73,15,61.2942,2.22,1.62,8078.0,8078,華寶,7302617,8115259,-10.01,804758,1282048,-8190
8101,184224,618074,870321,-28.98,3155656,1.96,3.11,15.45,68.7402,1.85,1.05,8101.0,8101,華冠,12289547,11562210,6.29,447932,721817,136459
9912,-150933,-105391,-197867,,1512000,-0.7,-1.31,5.14,33.5912,0.93,0.48,9912.0,9912,偉聯,2160547,2119596,1.93,-11059,-42073,-95232
14,2396428,3460426,1555439,122.47,143051610,0.24,0.11,10.6960481380319,45.2782049259386,1.4146439529502,0.354185027030982,14.0,14,營造建材類,78693891,71777378,9.64,4169961,-843619,-1292527
1436,23483,-30601,-40284,,3300000,-0.09,-0.12,11.6946,97.4071,33,11.27,1436.0,1436,褔益,615189,413204,48.88,20512,-49122,-51113
2501,-178207,197569,-454080,,16565158,0.12,-0.27,11.3032,97.315,46.45,18.91,2501.0,2501,國建,1184102,2928606,-59.57,-143079,-357680,346730
2504,-163743,479636,-58346,,11132800,0.43,-0.05,11.587,63.1846,1.2,0.85,2504.0,2504,國產,8673427,7567835,14.61,559909,105742,-20568
2505,436843,126526,-250373,,3046000,0.42,-0.7,9.3075,37.5564,1.42,0.14,2505.0,2505,國揚,476717,2881221,-83.45,-69253,-686680,195870
2506,3482075,-296800,3026502,,5796856,-0.51,5.22,8.0414,20.3667,0.89,0.04,2506.0,2506,太設,1369988,4192391,-67.32,-323361,-145485,-694563
2509,-149974,120259,-205419,,1186515,1.01,-1.04,13.2473,48.7511,1.42,0.12,2509.0,2509,全坤興,570259,366316,55.67,102082,-58644,18202
2511,551,375970,-304783,,9058396,0.42,-0.34,10.0703,38.5699,1.18,0.08,2511.0,2511,太子,2975886,1553047,91.62,216962,-305334,159008
2514,642822,444087,547555,-18.9,5526857,0.8,0.94,13.4916,76.2105,1.36,0.62,2514.0,2514,龍邦,61057,58635,4.13,-63487,-95267,507574
2515,165986,252562,101324,149.26,14502168,0.17,0.07,11.6506,42.4094,1.46,1.2,2515.0,2515,中工,7697552,7707237,-0.13,77771,60660,339802
2516,-61597,10731,11072,-3.08,3547450,0.03,0.03,7.5022,34.5067,1.27,0.44,2516.0,2516,新建,5383896,5951674,-9.54,80161,74459,-54383
2520,-44970,-32781,-193393,,4894037,-0.07,-0.4,13.5,67.3224,1.87,0.24,2520.0,2520,冠德,1601417,632616,153.14,73369,-145340,-86598
2523,-50562,122071,333359,-63.38,4359000,0.28,0.76,10.8324,45.6977,1.72,0.49,2523.0,2523,德寶,6699379,8831903,-24.15,258903,520144,-35107
2524,-9957,725054,41619,+++++,1486626,4.88,0.28,13.4644,29.0034,1.21,0.04,2524.0,2524,京城,2719360,792433,243.17,677670,50544,22938
2525,-111320,-2474259,-369419,,7766720,-3.19,-0.48,-1.0233,-22.4356,0.3,0,2525.0,2525,寶祥,2009,269752,-99.26,-67150,-258099,-2407109
2526,-44949,1365807,854814,59.78,8151767,1.68,1.07,18.6476,44.591,1.11,0.31,2526.0,2526,大陸,12203118,10835118,12.63,752956,932052,625197
2527,-323928,-169513,-493429,,4703060,-0.36,-1.04,9.1253,53.0404,1.2,0.02,2527.0,2527,宏璟,548006,290959,88.34,-282412,-169501,112910
2528,-297323,-120885,-328361,,2457907,-0.49,-1.34,0.9374,7.2478,0.96,0.03,2528.0,2528,皇普,99640,124813,-20.17,-34521,-100994,-86364
2530,-997520,50100,-1007495,,3095711,0.16,-2.4,14.0546,36.1755,1.05,0.02,2530.0,2530,華建,419301,410946,2.03,-29400,-39857,79341
2533,47754,-9477,9210,,1589513,-0.06,0.06,5.087,38.7214,1.05,0.08,2533.0,2533,昱成,76317,63256,20.65,-45000,-37853,35533
2534,80348,-51836,-43645,,5561591,-0.09,-0.08,14.7018,41.7686,2.31,0.04,2534.0,2534,宏盛,487749,302588,61.19,-96481,-124250,43352
2535,-34579,71227,40065,77.78,2705151,0.26,0.15,12.0782,49.1885,1.39,0.68,2535.0,2535,達欣工,6038848,3286958,83.72,242043,140459,-126033
2536,250882,309408,64190,382.02,2827406,1.09,0.2,19.9299,64.7299,2.64,0.08,2536.0,2536,宏普,1757399,494792,255.18,312116,-159307,-5105
2537,-35284,-62593,-101877,,915297,-0.68,-0.63,5.2493,28.1163,1.21,0.07,2537.0,2537,春池,105884,220861,-52.06,-81842,-66580,19262
2538,-17253,25857,79799,-67.6,2653655,0.1,0.3,13.2691,51.6854,1.74,0.22,2538.0,2538,基泰,742487,1384380,-46.37,39317,100970,-13460
2539,-62375,246814,-85815,,500000,4.94,-3.11,9.4468,29.1858,0.49,0.02,2539.0,2539,櫻建,160897,9110,+++++,-86912,-23440,27256
2540,-95111,-58741,472107,,3794650,-0.15,1.24,0.7355,8.1414,1.05,0.05,2540.0,2540,林三號,99421,371151,-73.21,-70369,-114458,11628
2542,30835,338398,439,+++++,2640112,1.28,<<<<<,11.7322,39.5485,1.5,0.2,2542.0,2542,興富發,2730473,1412510,93.31,329091,-27580,11406
2543,-35870,29598,89223,-66.83,1048077,0.28,1.03,11.1321,28.2767,1.39,0.38,2543.0,2543,皇昌,3133171,2875958,8.94,186317,152632,-144801
2545,-7322,467590,133591,250.02,1524399,3.07,0.98,14.398,20.7949,1.17,0.01,2545.0,2545,皇翔,2060321,1203949,71.13,469842,144691,7169
2546,-11337,-172668,-16509,,661063,-2.61,-0.25,9.4492,42.5847,1.23,0.63,2546.0,2546,根基,1158454,1130988,2.43,-91705,-9519,-138009
2547,-125668,373288,-573708,,2440457,1.53,-2.78,11.1899,34.5183,1.05,0.16,2547.0,2547,日勝生,1930544,-615783,-413.51,463932,-398291,-81018
2548,25429,338315,28929,+++++,1325211,2.55,0.26,16.45,32.8311,1.26,0.02,2548.0,2548,華固,1943460,1574901,23.4,416053,9679,-50441
5515,97563,181860,151959,19.68,1288000,1.41,1.36,13.4314,64.8154,1.45,0.96,5515.0,5515,建國,1470855,1599898,-8.07,101807,104522,118463
5534,-29294,287853,96618,197.93,1000000,2.88,1.05,16.4315,32.0519,1.28,0.02,5534.0,5534,長虹,1497308,653155,129.24,274120,133108,20504
15,8370040,36551883,13777506,165.3,171856346,2.36,0.89,18.3666520717921,43.1802018717505,1.2397112693638,0.951782052130883,15.0,15,運輸類,283057856,225172209,25.71,23599228,7542298,18555673
2601,56120,-194775,29650,,2441880,-0.8,0.08,10.6237,77.4889,0.6,0.05,2601.0,2601,益航,99140,81971,20.95,-6126,-26470,-140159
2603,3446268,8951130,1853062,383.05,23081877,3.88,0.86,21.1624,54.3893,1.96,1.58,2603.0,2603,長榮,30538203,25824996,18.25,3364632,-1593961,6805216
2605,431282,1070558,543623,96.93,4030526,2.66,1.52,18.4698,89.1767,0.76,0.62,2605.0,2605,新興,795676,536266,48.37,426119,146704,752293
2606,781998,5184299,1058506,389.78,7150139,7.25,1.7,20.5654,86.8036,1.44,1.02,2606.0,2606,裕民,3125361,2206508,41.64,1175855,339693,4297000
2607,163064,602014,431573,39.49,10671411,0.56,0.4,17.136,80.2949,2.69,1.47,2607.0,2607,榮運,3430644,3455902,-0.73,449140,461931,320421
2608,-112492,60431,-14278,,4977035,0.12,-0.03,11.7145,53.6951,1.41,1.29,2608.0,2608,大榮,3591646,3302242,8.76,190324,140123,-42722
2609,2520340,7024460,4810761,46.02,22467381,3.13,2.59,17.996,56.3592,2.14,2.02,2609.0,2609,陽明,57280542,45892270,24.82,4695140,3442435,4110866
2610,-969395,3394563,408150,731.69,30065180,1.13,0.14,17.1759,23.8825,0.72,0.53,2610.0,2610,華航,70053067,53538981,30.84,4031451,1179840,-530600
2611,47296,-4579,51406,,1552179,-0.03,0.32,13.7991,67.9253,1.13,0.41,2611.0,2611,志信,1268785,1330657,-4.65,-6844,8984,13902
2612,166830,173654,208712,-16.8,2018682,0.86,1.03,12.4401,63.7571,0.37,0.35,2612.0,2612,中航,929970,849667,9.45,93489,62672,107785
2613,-22250,146860,31419,367.42,890010,1.65,0.35,11.83,28.1463,0.67,0.62,2613.0,2613,中櫃,1030455,925224,11.37,100277,53261,57540
2614,4263,1336414,573093,133.19,7690413,1.74,1.02,12.2572,52.5815,1.24,0.73,2614.0,2614,遠森科,10283817,7369220,39.55,1674056,651508,16799
2615,2579297,4623030,3578705,29.18,15875433,2.91,2.37,14.8386,47.1498,1.94,1.63,2615.0,2615,萬海,33143941,27773374,19.34,2700372,1592151,2683455
2616,-5357,105194,86003,22.31,738290,1.42,1.23,17.411,45.7947,1.11,0.98,2616.0,2616,山隆,4784031,3614056,32.37,129858,124083,9603
2617,415027,858634,720280,19.21,3531725,2.43,2.26,14.5554,69.5086,2.79,2.68,2617.0,2617,台航,2330316,1800843,29.4,781145,424253,282489
2618,-1235634,2669718,-742651,,32664767,0.82,-0.28,14.0368,36.6842,0.92,0.55,2618.0,2618,長榮航,60103926,46326500,29.74,3745736,477983,-713616
5608,103383,550278,149492,268.1,2009418,2.74,0.97,15.6923,89.6273,0.67,0.45,5608.0,5608,四維航,268336,343532,-21.89,54604,57108,525401
16,12579,776536,306503,153.35,12992018,0.6,0.24,16.4710742926152,66.7426272311838,1.10998850747315,1.00168189925517,16.0,16,觀光類,5344994,4568108,17.01,862868,451347,184017
2701,21874,109793,96565,13.7,2348704,0.47,0.42,14.5228,75.8157,3.72,3.65,2701.0,2701,萬企,188462,182486,3.27,100940,98972,40584
2702,4541,-1571,-15478,,631421,-0.02,-0.24,10.8293,66.9746,0.24,0.14,2702.0,2702,華園,98249,77822,26.25,-3442,-15471,1641
2704,-52904,207686,-65138,,3583125,0.58,-0.18,18.0867,58.9341,0.6,0.55,2704.0,2704,國賓,1645265,1330353,23.67,172744,-9437,60269
2705,10512,-168984,-208969,,2646000,-0.64,-0.79,16.0494,59.2115,0.57,0.24,2705.0,2705,六福,1480817,1445201,2.46,-204190,-249199,34097
2706,8087,141165,105828,33.39,1626518,0.87,0.69,20.9393,76.9309,9.57,9.46,2706.0,2706,第一店,206822,182050,13.61,148074,128050,38301
2707,20469,488447,393695,24.07,2156250,2.27,1.83,13.5309,81.8043,3.2,3.05,2707.0,2707,晶華,1725379,1350196,27.79,648742,498432,9125
17,3890385,127106871,89722357,41.67,1160563792,1.14,0.8,14.379266307302,20.1620974021836,2.10961370572513,1.95797726842412,17.0,17,金融保險類,454283993,400662845,13.38,130823675,90257948,3398589
2801,244081,884204,2905663,-69.57,49594756,0.18,0.8,14.9989,5.7886,1.63,1.58,2801.0,2801,彰銀,29926578,34982040,-14.45,1233764,3046560,-46763
2807,44239,2186211,2012546,8.63,14236160,1.54,1.56,12.8867,4.7838,4.21,4.21,2807.0,2807,竹商銀,10690799,11074271,-3.46,2045720,1985253,276838
2808,239768,2465503,2228970,10.61,22233110,1.11,1.05,15.8711,8.9951,6.55,6.52,2808.0,2808,北商銀,9922983,9567311,3.72,2697865,2372698,398018
2809,233853,449166,341044,31.7,7243343,0.62,0.47,10.0931,5.3693,7.63,7.46,2809.0,2809,南企,3547261,3776488,-6.07,210554,109370,295335
2811,-46787,891313,685252,30.07,3900000,2.29,1.76,5.9473,3.9568,23.57,23.41,2811.0,2811,東企,3002902,2663026,12.76,888910,732039,2245
2812,20679,364781,270889,34.66,15380144,0.24,0.18,8.9344,5.7003,7.16,7.05,2812.0,2812,中商銀,5953795,6593569,-9.7,283991,570210,230790
2816,35694,175895,186740,-5.81,6236320,0.28,0.33,10.107,46.8645,3.54,3.48,2816.0,2816,友聯,12672850,11223640,12.91,180875,234603,40560
2820,412286,2214407,2137037,3.62,16787000,1.32,1.27,11.7894,12.4132,0.73,0.08,2820.0,2820,華票,3220294,2666235,20.78,1577772,1792703,274468
2822,487208,963292,562666,71.2,15000000,0.64,0.45,11.8869,3.2985,2.11,1.85,2822.0,2822,農銀,10165288,11922721,-14.74,694570,79556,435809
2823,-189806,421733,168172,150.77,7924604,0.53,0.26,12.5143,6.0019,35.23,35.18,2823.0,2823,中壽,47789090,36752508,30.03,446561,358039,-24334
2825,8403,-254370,101598,,3433170,-0.74,0.29,12.1132,38.663,4,3.96,2825.0,2825,中央保,8005290,6755089,18.51,-257092,265481,2434
2827,119585,-922965,-253566,,6291239,-1.47,-0.25,8.5107,5.6392,2.72,2.03,2827.0,2827,中聯,1557715,3537882,-55.97,-708959,-352065,200327
2831,170795,421984,585187,-27.89,15171392,0.28,0.39,10.8271,7.6,2.89,2.89,2831.0,2831,中華銀,8929624,8665389,3.05,434456,432343,77770
2832,-15841,391061,242142,61.5,3040915,1.29,0.86,13.9277,34.2808,2.64,2.61,2832.0,2832,台產,5668916,5803067,-2.31,430507,305855,10230
2833,17067,1621221,2157396,-24.85,3953972,4.1,5.63,21.8088,5.5904,2.27,2.26,2833.0,2833,台壽,43180585,29894522,44.44,1486936,2173714,65844
2834,91934,153739,236134,-34.89,36857220,0.04,0.07,12.3713,4.5736,4.33,4.32,2834.0,2834,臺企銀,21059398,23086616,-8.78,554917,463189,136880
2836,-15235,325174,390526,-16.73,5034238,0.65,0.85,20.2627,6.7254,1.74,1.74,2836.0,2836,高雄銀,3244215,4074435,-20.38,430767,463237,-12980
2837,34815,921890,1953130,-52.8,17710015,0.52,1.1,11.6695,8.1319,5.69,5.05,2837.0,2837,萬泰銀,14359296,13669328,5.05,1841413,2477281,-158138
2838,370305,1275434,1224630,4.15,14889264,0.86,0.82,12.1779,7.7642,4.35,3.87,2838.0,2838,聯邦銀,10585746,8571221,23.5,901464,892973,271983
2841,-17223,-78276,-61382,,3000000,-0.26,-0.2,1.5868,1.1484,1.64,1.64,2841.0,2841,台開,547184,868318,-36.98,-117010,-9101,125137
2845,-1594,3047496,3287971,-7.31,15086440,2.02,2.16,12.3208,7.8002,3.42,3.42,2845.0,2845,遠東銀,9578747,9574841,0.04,3456485,3472195,17835
2847,-175530,153113,2347688,-93.48,16213758,0.09,1.45,10.292,6.1567,1.88,1.87,2847.0,2847,大眾銀,9109826,8210930,10.95,388728,2264382,-200065
2849,5227,562841,728754,-22.77,17093384,0.33,0.52,10.7116,7.239,3.1,3.09,2849.0,2849,安泰銀,8985925,6765602,32.82,821264,824354,-13210
2850,6000,289716,162844,77.91,2281959,1.27,0.77,12.9956,24.5161,4.91,4.86,2850.0,2850,新光產,12097660,11290027,7.15,331169,149740,49
2851,514,296804,290468,2.18,3600000,0.82,0.81,12.4051,23.0008,10.15,10.14,2851.0,2851,中再保,9288004,9309047,-0.23,372349,361944,473
2852,-545,331240,191571,72.91,2349776,1.41,0.91,12.2209,33.4966,6.9,6.89,2852.0,2852,第一保,7449517,6837156,8.96,361194,196716,32046
2854,233745,1052425,609418,72.69,13048825,0.81,0.51,14.4938,30.5234,1.28,1.28,2854.0,2854,寶來證,8140969,4552089,78.84,1575767,743427,345958
2855,287383,1050885,1468200,-28.42,11404990,0.92,1.29,14.5752,44.1103,1.54,1.54,2855.0,2855,統一證券,3703490,3572631,3.66,1272761,1433106,88572
2856,135985,1050389,920810,14.07,12791578,0.82,0.74,13.7835,35.3379,1.36,1.36,2856.0,2856,元富證,5298346,3694108,43.43,1370497,846908,-41256
2880,-96153,7760465,7447221,4.21,55796342,1.39,1.58,13.9256,92.2934,11.79,11.78,2880.0,2880,華南金,7748193,7533790,2.85,7640890,7434690,-122141
2881,127020,12374803,12980468,-4.67,82541193,1.5,1.57,18.0148,84.2429,0.48,0.48,2881.0,2881,富邦金,12519471,13327265,-6.06,12195886,12798504,-32502
2882,804050,25420130,20920882,21.51,83074891,3.06,2.52,18.5656,85.3028,7.17,7.16,2882.0,2882,國泰金,26135390,21040766,24.21,25159226,20166658,103687
2883,334160,-5470249,-12912507,,118392470,-0.46,-1.09,9.2698,82.4483,0.11,0.11,2883.0,2883,開發金,1272545,1348872,-5.66,-4909131,-13246667,-112106
2884,-13648,3603887,3765039,-4.28,27678892,1.3,1.5,13.6134,87.317,1.65,1.65,2884.0,2884,玉山金,3513393,3944166,-10.92,3441372,3933135,75331
2885,-37104,2684000,1953899,37.37,30064445,0.89,0.68,12.941,80.9836,0.11,0.11,2885.0,2885,復華金,2518278,2075962,21.31,2388614,1990908,-88768
2886,-414867,14524097,12439155,16.76,113657296,1.28,1.09,13.8197,74.561,0.6,0.6,2886.0,2886,兆豐金,14353264,13049765,9.99,14020738,12854280,-129445
2887,-100527,8730068,5660574,54.23,46987688,1.86,1.39,14.6252,70.7515,3.04,1.89,2887.0,2887,台新金,8912595,5797673,53.73,8719877,5673913,-241682
2888,-57941,5591592,2877770,94.3,29480163,1.9,1.09,14.3074,73.6661,40.79,40.19,2888.0,2888,新光金,5800935,2989746,94.03,5605757,2937868,-10575
2889,12348,2827103,2600664,8.71,21198825,1.33,1.23,11.5475,96.6121,0.33,0.33,2889.0,2889,國票金,2867526,2668149,7.47,2828319,2629922,108024
2890,10497,3839238,3354822,14.44,39452343,0.97,0.9,12.4316,84.5229,0.71,0.42,2890.0,2890,建華金,4184826,3801350,10.09,3690094,3344519,153674
2891,126950,12807465,11312365,13.22,60686136,2.11,1.67,16.412,73.0391,11.65,9.24,2891.0,2891,中信金,14193722,12310404,15.3,12351012,11112514,144335
2892,-293474,8338746,-14687310,,55490750,1.5,-2.65,13.7999,93.832,176.32,176.32,2892.0,2892,第一金,8551837,623088,+++++,8362464,-14393836,-23718
6004,712090,1530919,3987375,-61.61,26074786,0.59,1.63,21.0931,50.9177,1.71,1.71,6004.0,6004,元京證,11201723,8497601,31.82,3554833,4211623,1172956
6012,39979,-161699,-60558,,8200000,-0.2,-0.08,11.0794,34.6956,1.28,1.28,6012.0,6012,金鼎證券,2828002,1700141,66.34,565529,123207,-431336
18,644118,3763902,3723089,1.1,55402496,0.69,0.68,11.8520867446155,46.638554573597,0.621835199271797,0.407831738318662,18.0,18,貿易百貨類,110366593,108074252,2.12,4064506,3492998,665282
2901,5907,6687,7727,-13.46,730433,0.09,0.11,10.8078,80.3645,4.9,4.68,2901.0,2901,欣欣,576285,556718,3.51,5437,5013,4876
2902,-59426,-246484,-143126,,2407029,-1.02,-0.59,1.4875,15.7786,0.08,0.01,2902.0,2902,中信,131932,173317,-23.88,-61601,-83700,-184883
2903,92245,1609595,176997,809.39,9870448,1.63,0.18,17.7113,50.2174,0.16,0.1,2903.0,2903,遠百,11913600,12173480,-2.13,416565,170121,1306882
2905,216265,257892,315261,-18.2,5413733,0.48,0.59,12.3594,60.7395,0.69,0.28,2905.0,2905,三商行,6840200,6296877,8.63,267475,217839,20419
2906,-9439,309346,266363,16.14,3734091,0.83,0.72,11.9675,54.0489,1.76,1.63,2906.0,2906,高林,6585815,7705701,-14.53,288821,345571,76409
2908,26668,633424,32225,+++++,3964063,1.6,0.09,13.1415,51.3381,1.6,1.47,2908.0,2908,特力,13171396,11892671,10.75,428001,-35443,306423
2910,5764,168854,176673,-4.43,2087250,0.81,0.85,8.3913,48.4418,0.43,0.34,2910.0,2910,統領,1737555,1619214,7.31,242216,214319,-23141
2911,21803,85360,25583,233.66,1139612,0.75,0.22,13.4174,51.8561,1.11,0.31,2911.0,2911,麗嬰房,1510141,1308689,15.39,99972,11581,15771
2912,703918,2284828,3171357,-27.95,9151604,2.5,3.69,14.9648,47.3937,0.57,0.3,2912.0,2912,統一超,61171494,58480423,4.6,2194173,2596826,632965
2913,-71069,-1650154,-124921,,9023722,-1.83,-0.14,5.8718,26.8926,0.11,0.07,2913.0,2913,農林,1638501,1303614,25.69,-58058,-53852,-1592096
2915,-288518,304554,-181050,,7880511,0.39,-0.23,9.1752,46.2123,0.85,0.24,2915.0,2915,潤泰全,5089674,6563548,-22.46,241505,104723,101657
19,-869859,-1166540,-1795941,,9097198,-0.81,-1.25,5.00221410823916,24.6711167064577,0.462272653970369,0.0644663430355567,19.0,19,綜合企業類,9186043,7598607,20.89,-1080916,-1021329,-116433
9801,-869859,-1166540,-1795941,,9097198,-1.28,-1.25,7.8899,24.6711,0.46,0.06,9801.0,9801,力霸,9186043,7598607,20.89,-1080916,-1021329,-116433
20,7834359,15658622,14802561,5.78,124490198,1.32,1.24,13.9452396099475,53.7493792440453,1.24004583086207,0.856748106080181,20.0,20,其他類,130097014,113001909,15.13,11171455,9164686,7284223
2904,-68300,29593,-9283,,1230000,0.24,-0.08,6.2758,45.6494,0.35,0.27,2904.0,2904,匯僑,265501,264969,0.2,35404,60828,-33
8926,-37852,653273,281023,132.46,3583849,1.82,0.89,13.5403,58.2249,1.16,1.03,8926.0,8926,台汽電,1142442,3131567,-63.52,340410,411445,403895
9902,-98913,-62716,-110866,,1634160,-0.38,-0.68,5.1565,38.0742,0.74,0.02,9902.0,9902,台火,164177,13608,+++++,28728,-10679,-91449
9904,5295848,3755101,5702442,-34.15,20933623,1.79,3.03,15.4897,56.8863,2.19,1.94,9904.0,9904,寶成,13370024,7963972,67.88,516292,444594,3139009
9905,227908,419419,432316,-2.98,3050000,1.38,1.43,15.7388,88.5628,5.77,4.48,9905.0,9905,大華,1888102,1636279,15.39,366583,260905,175020
9906,195394,-228173,186331,,930000,-2.45,2,5.1012,18.9252,0.29,0.03,9906.0,9906,興達,372425,950651,-60.82,-66095,-9029,-146664
9907,-391515,604873,418713,44.46,15807419,0.38,0.26,10.8833,54.3821,0.86,0.33,9907.0,9907,統一實,13987561,12588449,11.11,1060427,953704,-253273
9908,401075,375921,404306,-7.02,5163580,0.73,0.78,12.6277,56.6321,0.66,0.47,9908.0,9908,大台北,2180936,1932954,12.83,53707,23357,345214
9910,410867,999064,812424,22.97,4143479,2.41,2.12,15.6813,76.0215,1.59,1.4,9910.0,9910,豐泰,7389228,6988761,5.73,449694,353276,546122
9911,-90474,169124,-82717,,2286775,0.74,-0.36,11.3575,57.1642,0.72,0.41,9911.0,9911,櫻花,1633787,1315653,24.18,89829,18299,148326
9914,120370,434717,157907,175.3,2018663,2.15,0.75,16.2038,57.2266,1,0.46,9914.0,9914,美利達,3478372,3021715,15.11,150308,113524,435639
9915,226111,1006377,850070,18.39,3016157,3.34,3.66,14.8659,80.7638,3.75,3.54,9915.0,9915,億豐,7286787,5946710,22.53,935104,867961,399167
9917,177633,947107,812636,16.55,4314979,2.19,1.88,17.2208,74.8907,1.18,1.14,9917.0,9917,中保,3593135,3335354,7.73,925493,865481,260786
9918,75144,211313,206387,2.39,1612212,1.31,1.28,13.2018,72.2766,5.56,5.49,9918.0,9918,欣天然,1200955,1114776,7.73,191309,182779,71293
9919,-9012,190631,141203,35,1902890,1,0.77,13.2109,60.8115,1.19,0.69,9919.0,9919,康那香,2180331,1839366,18.54,204544,183969,18091
9921,757845,949491,807904,17.53,2801835,3.39,2.88,20.4548,61.5317,0.9,0.53,9921.0,9921,巨大,5809008,4751252,22.26,230952,65599,760356
9922,-84093,-58006,-223576,,2873949,-0.2,-0.78,1.3618,15.3835,1.06,0.52,9922.0,9922,優美,1460683,1052470,38.79,-15666,-124079,-37681
9924,146454,393437,350296,12.32,1874437,2.1,2,16.399,77.1188,2.61,1.76,9924.0,9924,福興,3053582,2248687,35.79,342326,275830,167094
